question;type;sql;relevant_values;variation
¿Que tanto varió diario la Biblioteca Centrál en los primeros días de marzo del 2025?;Desviación estándar diaria semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Biblioteca Central' AND w.""week_start"" = DATE '2025-03-03';";Biblioteca Central;rephrased_2
Me gustaría saber la desviación estándar de cada día de la Biblioteca Cenrtal en la semana uno de marzo 2025, ¿me lo podrías informar?;Desviación estándar diaria semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Biblioteca Central' AND w.""week_start"" = DATE '2025-03-03';";Biblioteca Central;rephrased_3
¿Cuál fue la variabilidad diaria registrada en la Biblioteca Central la primera semana de marzo de 2025?;Desviación estándar diaria semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Biblioteca Central' AND w.""week_start"" = DATE '2025-03-03';";Biblioteca Central;rephrased_4
¿Puedes decirme cómo se comportó la desviación estándar diaria en la biblioteca central la primera semana de marzo de 2025?;Desviación estándar diaria semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Biblioteca Central' AND w.""week_start"" = DATE '2025-03-03';";Biblioteca Central;rephrased_5
¿Cuál fue la desviación estándar diaria del edificio Biblioteca Nacional en la semana del 2024-09-09?;Desviación estándar diaria semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Biblioteca Nacional' AND w.""week_start"" = DATE '2024-09-09';";Biblioteca Nacional;original
¿Podrías indicarme la desviación estándar diaria para la Biblioteca Nacional durante la semana del 9 de septiembre de 2024?;Desviación estándar diaria semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Biblioteca Nacional' AND w.""week_start"" = DATE '2024-09-09';";Biblioteca Nacional;rephrased_1
Oye, ¿cuánto varió el edificio de la biblioteca nacional cada día entre el 9 y el 15 de septiembre del 2024?;Desviación estándar diaria semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Biblioteca Nacional' AND w.""week_start"" = DATE '2024-09-09';";Biblioteca Nacional;rephrased_2
¿Cuál fue la desviacion estandar diaria del edificio Biblioteca Nacional en la semana del 2024-09-09?;Desviación estándar diaria semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Biblioteca Nacional' AND w.""week_start"" = DATE '2024-09-09';";Biblioteca Nacional;rephrased_3
Me gustaría saber cuál fue la desviación estándar diaria del edificio Biblioteca Nacionál en la semana que inició el 9 de septiembre de 2024.;Desviación estándar diaria semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Biblioteca Nacional' AND w.""week_start"" = DATE '2024-09-09';";Biblioteca Nacional;rephrased_4
¿Qué valor tuvo la desviación estándar por día en la Biblioteca Nacional durante la semana que empezó el 9/09/2024?;Desviación estándar diaria semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Biblioteca Nacional' AND w.""week_start"" = DATE '2024-09-09';";Biblioteca Nacional;rephrased_5
¿Cuál fue la desviación estándar diaria del edificio Torre Azul en agosto de 2024?;Desviación estándar diaria semanal;"SELECT b.""name"" AS building_name, m.""year_month"", m.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Torre Azul' AND m.""year_month"" = DATE '2024-08-01';";Torre Azul;original
¿Cuál fue el valor de la desviación estándar diaria para el edificio Torre Azul durante agosto de 2024?;Desviación estándar diaria semanal;"SELECT b.""name"" AS building_name, m.""year_month"", m.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Torre Azul' AND m.""year_month"" = DATE '2024-08-01';";Torre Azul;rephrased_1
Me podrías decir qué desviación estándar diaria tuvo la Torre Azúl en el mes de agosto del año 2024?;Desviación estándar diaria semanal;"SELECT b.""name"" AS building_name, m.""year_month"", m.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Torre Azul' AND m.""year_month"" = DATE '2024-08-01';";Torre Azul;rephrased_2
Qué tanto varió la desviación estándar diaria en el edificio Torre Azul en agosto 2024?;Desviación estándar diaria semanal;"SELECT b.""name"" AS building_name, m.""year_month"", m.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Torre Azul' AND m.""year_month"" = DATE '2024-08-01';";Torre Azul;rephrased_3
cual fue la desviacion estandar diaria del edficio Torre Azul en agosto 2024?;Desviación estándar diaria semanal;"SELECT b.""name"" AS building_name, m.""year_month"", m.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Torre Azul' AND m.""year_month"" = DATE '2024-08-01';";Torre Azul;rephrased_4
¿Podrías indicarme la desviación estándar diaria correspondiente al inmueble Torre Azur en agosto de 2024?;Desviación estándar diaria semanal;"SELECT b.""name"" AS building_name, m.""year_month"", m.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Torre Azul' AND m.""year_month"" = DATE '2024-08-01';";Torre Azul;rephrased_5
¿Cuál fue la diferencia en kWh del consumo mensual del edificio Torre Norte entre julio y agosto de 2024?;Diferencia Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", (m.""total_consumption_kwh"" - m.""total_consumption_prev_month_kwh"") AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Torre Norte' AND m.""year_month"" = DATE '2024-08-01';";Torre Norte;original
¿Cuánto varió el consumo de electricidad en kWh del edificio Torre Norte entre julio y agosto de 2024?;Diferencia Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", (m.""total_consumption_kwh"" - m.""total_consumption_prev_month_kwh"") AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Torre Norte' AND m.""year_month"" = DATE '2024-08-01';";Torre Norte;rephrased_1
¿Me puedes decir la diferencia en consumo mensual en kWh de la Torre Nort entre julio y agosto de 2024?;Diferencia Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", (m.""total_consumption_kwh"" - m.""total_consumption_prev_month_kwh"") AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Torre Norte' AND m.""year_month"" = DATE '2024-08-01';";Torre Norte;rephrased_2
¿Cuál es el cambio en kWh del uso eléctrico de Torre Norte entre esos dos meses, julio y agosto de 2024?;Diferencia Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", (m.""total_consumption_kwh"" - m.""total_consumption_prev_month_kwh"") AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Torre Norte' AND m.""year_month"" = DATE '2024-08-01';";Torre Norte;rephrased_3
Oye, ¿cuántos kWh más o menos consumió Torre Norte en agosto comparado con julio 2024?;Diferencia Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", (m.""total_consumption_kwh"" - m.""total_consumption_prev_month_kwh"") AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Torre Norte' AND m.""year_month"" = DATE '2024-08-01';";Torre Norte;rephrased_4
cual fue la diferencia de consumo en kWh del edificio torre norte entre julio y agosto del 2024?;Diferencia Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", (m.""total_consumption_kwh"" - m.""total_consumption_prev_month_kwh"") AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Torre Norte' AND m.""year_month"" = DATE '2024-08-01';";Torre Norte;rephrased_5
¿Cuál fue la diferencia en kWh del consumo total mensual del edificio Centro Tecnológico entre junio y julio de 2024?;Diferencia Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", (m.""total_consumption_kwh"" - m.""total_consumption_prev_month_kwh"") AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Centro Tecnológico' AND m.""year_month"" = DATE '2024-07-01';";Centro Tecnológico;original
¿Cuánto cambió en kWh el consumo total del edificio Centro Tecnológico de junio a julio de 2024?;Diferencia Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", (m.""total_consumption_kwh"" - m.""total_consumption_prev_month_kwh"") AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Centro Tecnológico' AND m.""year_month"" = DATE '2024-07-01';";Centro Tecnológico;rephrased_1
¿Me puedes decir la diferencia en consumo mensual en kWh entre junio y julio 2024 del Centro Tecnológioco?;Diferencia Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", (m.""total_consumption_kwh"" - m.""total_consumption_prev_month_kwh"") AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Centro Tecnológico' AND m.""year_month"" = DATE '2024-07-01';";Centro Tecnológico;rephrased_2
¿Cuál fue la variación en kWh del total consumido en el edificio Centro Tecnológico en los meses de junio y julio del 2024?;Diferencia Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", (m.""total_consumption_kwh"" - m.""total_consumption_prev_month_kwh"") AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Centro Tecnológico' AND m.""year_month"" = DATE '2024-07-01';";Centro Tecnológico;rephrased_3
Ey, ¿qué tanta diferencia hubo en kWh en el consumo del edificio Centro Tecno entre junio y julio 2024?;Diferencia Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", (m.""total_consumption_kwh"" - m.""total_consumption_prev_month_kwh"") AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Centro Tecnológico' AND m.""year_month"" = DATE '2024-07-01';";Centro Tecnológico;rephrased_4
¿Podría indicarme la disparidad en kilovatios-hora del consumo mensual del Centro Tecnológico edificio entre los meses de junio y julio del año 2024?;Diferencia Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", (m.""total_consumption_kwh"" - m.""total_consumption_prev_month_kwh"") AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Centro Tecnológico' AND m.""year_month"" = DATE '2024-07-01';";Centro Tecnológico;rephrased_5
¿Cuál fue la diferencia en kWh del consumo total mensual del edificio Palacio Real entre abril y mayo de 2025?;Diferencia Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", (m.""total_consumption_kwh"" - m.""total_consumption_prev_month_kwh"") AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Palacio Real' AND m.""year_month"" = DATE '2025-05-01';";Palacio Real;original
¿Cuál fue la variación en kWh del consumo total mensual del edificio Palacio Real entre los meses de abril y mayo de 2025?;Diferencia Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", (m.""total_consumption_kwh"" - m.""total_consumption_prev_month_kwh"") AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Palacio Real' AND m.""year_month"" = DATE '2025-05-01';";Palacio Real;rephrased_1
¿Cuánto cambió el consumo en kWh del Palacio Real de abril a mayo de 2025?;Diferencia Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", (m.""total_consumption_kwh"" - m.""total_consumption_prev_month_kwh"") AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Palacio Real' AND m.""year_month"" = DATE '2025-05-01';";Palacio Real;rephrased_2
¿Me podrias decir la diferencia de consumo total en kWh del edifcio Palacio Real entre mayo y abril de 2025?;Diferencia Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", (m.""total_consumption_kwh"" - m.""total_consumption_prev_month_kwh"") AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Palacio Real' AND m.""year_month"" = DATE '2025-05-01';";Palacio Real;rephrased_3
Entre abril y mayo del 2025, ¿qué diferencia hubo en el consumo eléctrico mensual del edificio llamado Palacio Real?;Diferencia Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", (m.""total_consumption_kwh"" - m.""total_consumption_prev_month_kwh"") AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Palacio Real' AND m.""year_month"" = DATE '2025-05-01';";Palacio Real;rephrased_4
¿Cuál fue el contraste en kWh del consumo mensual del edificio Real Palacio entre abril y mayo del año 2025?;Diferencia Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", (m.""total_consumption_kwh"" - m.""total_consumption_prev_month_kwh"") AS diff_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Palacio Real' AND m.""year_month"" = DATE '2025-05-01';";Palacio Real;rephrased_5
¿Cuál fue la diferencia porcentual del consumo total mensual del edificio Palacio de Justicia entre marzo y abril de 2025?;Diferencia Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", m.""diff_pct_consumption_prev_month"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Palacio de Justicia' AND m.""year_month"" = DATE '2025-04-01';";Palacio de Justicia;original
¿En cuánto varió en porcentaje el consumo total mensual del edificio Palacio de Justicia entre marzo y abril de 2025?;Diferencia Mensual;"SELECT b.""name"" AS building_name, m.""year_month"", m.""diff_pct_consumption_prev_month"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Palacio de Justicia' AND m.""year_month"" = DATE '2025-04-01';";Palacio de Justicia;rephrased_1
